chapter_number,cover_page,in_depth_summary,error
522,"CP9's Independent Report Vol. 28: ""We Won't Let You Disturb Our Home"".
The arrest is met with violent opposition. The CP9 members' silhouettes represent their animal themes.","After telling Luffy all about her past, Hancock agrees to give him a ride to Sabaody Archipelago with her Perfume Yuda. She also invites Luffy to their banquet tonight and to rest inside. As Luffy parties, several Kuja's start poking him due to his rubber body and their interest in a man. Several more girls are interested in Luffy and want to touch him and he runs away despite them seemingly being attracted by his rubber body. He escapes with Marguerite to Elder Nyon's house.

At her house Luffy discovers that Hancock is one of the Seven Warlords of the Sea and admits his surprise. Nyon states that Hancock at 18 years old became the empress of the Kuja and quickly gained a notorious reputation, catching the attention of the Marines and even the World Government, who were frightened of her potential, as she had earned a large bounty of 80 million after only one campaign. Hancock later opted to join the Seven Warlords of the Sea in order to protect her fellow Kuja, by forming a treaty to protect their homeland, which prevented the World Government from entering the island. Nyon then reads on the paper about the war between the Whitebeard Pirates and the Marines and surprising Luffy further with Nyon commenting on his lack of knowledge and then reads off the prisoner on death row, his brother Portgas D. Ace is about to be taken to his execution. Luffy then is horrified by reading this as he listens that Blackbeard was the one who put Ace in prison and cuts Nyon off revealing he is Ace's brother, shocking Nyon. Luffy asks if Ace really is going to be executed and Nyon says he will and wonders when. She says it is in five days and that a trip to get back to Sabaody would take a week, and Luffy says it will be too late by the time he reunites with his crew, so he asks for a faster way. Nyon tells him that Ace is being held at Impel Down, the maximum security prison. Luffy decides to go rescue Ace before reuniting with his crew. He says sorry to his comrades after deciding to rescue Ace at Impel Down, and asks Elder Nyon how he can rescue Ace. She says that if Whitebeard wins the war, he might be saved. Nyon, however, points out that Luffy's plan to rescue his older brother is reckless as he is facing a full-fledged war, and since Ace is the most important prisoner there, and that Whitebeard will not let his men be killed without a fight, the Marines are preparing for a real battle, meaning that they are going to have both the admirals (Aokiji, Kizaru, and Akainu) and the other Warlords there as well. She claims that Luffy will be like a leaf whipped about by a storm, yet Luffy refuses to leave behind his own brother, claiming that he would never live with himself if he lost Ace. Elder Nyon tells him that there is only one other way to make it to his brother in time, by asking Hancock to accept the call of the Marines as a Marine battle ship can make it in time and Luffy goes to ask her with Nyon.

As Luffy and Nyon arrive to ask her, one of her subjects arrives and reveals that Hancock has contracted a fatal illness. Hancock has caught an unknown disease and feels in great pain for some reason. As Nyon deduces her illness, she says she knows the illness and when Hancock asks if she will die, Nyon says she will, much to Sonia's and Mary's anger telling her not to joke and she says she is not. She tells Hancock her illness is what killed her previous predecessors and that Luffy is here to see her and surprisingly, Hancock says she will see him, much to everyone's shock that she stood up, especially Nyon who wonders if Luffy really was able to change Hancock so much. On the balcony, Luffy sees her and asks if she is alright and she says no illness will get to her. Luffy tells her about his brother and his desire to save her and begs her to take him to Impel Down and answer the call to war. Sonia and Mary yell in anger claiming Luffy is using her and forcing her to relive her horrors as a slave to go to such a place and that this is why they hate men and refuse to let him use their sister like this. However, despite all this, Hancock, while blushing heavily, says she will happily answer the call and go wherever Luffy wishes, to which Luffy thanks her and now can make it to Ace on time. Her family is shocked by such a thing and her sisters asks what is happening and Nyon says that her sickness is called ""Love Sickness"" and that Hancock has fallen in love with Luffy and all the previous empresses died from being away from their loved ones and goes on to say that ""love is like a hurricane"".",
523,"CP9's Independent Report Vol. 29: ""Spandam in his Intensive Care Unit Receives a Den Den Mushi"".
Spandam is recovering from his injuries and gets an unexpected call.","Hancock is confused by her desire to do whatever Luffy requests without thinking it over. Nyon explains that it is love and warns that previous empresses who fell in love with men but chose to stay on the island, died from the pain of not being with their loved one. However, Hancock will survive if she goes with Luffy, meaning she must leave the island. Nyon also advises that by fulfilling her duty as one of the Seven Warlords of the Sea, Hancock will not only be defending Amazon Lily but also helping Luffy.

Outside, Luffy says his goodbyes to the Kujas and promises to have his crew visit them someday. As Hancock comes, she kicks aside a puppy and a baby seal and tells a Kuja to be more careful. When Luffy sees her and wishes to hurry, she looks away blushing, thinking she cannot look at him in the eyes. When someone tells him to call her Snake Princess, Hancock bashfully asks him to call her Hancock, wowing the Kuja's by her smile. However, Luffy accidentally calls her ""Hammock"" and she corrects him. Hancock leaves the country in the hands of her sisters, while she and the hidden Luffy set off for Impel Down aboard Vice Admiral Momonga's ship. Hancock unfreezes the Marines that were frozen in stone and they begin the way to the prison.

A Marine brings news to Sengoku that Hancock was heading towards the headquarters. Sengoku is apparently pleased, stating that Hancock was the sixth of the Seven Warlords. The seventh that is not willing to join the war against Whitebeard is Jinbe. Sengoku had Jinbe sent to Impel Down because the Warlord had vehemently opposed the war.

Another Marine enters, stating that Admiral Kizaru had captured 500 pirates from the Sabaody Archipelago Incident. Sengoku says not to annoy him unless it is about Whitebeard and that is when another Marine enters, saying that the Whitebeard Pirates were on the move. The Marine says that they lost contact with the 23 ships guarding Whitebeard, all of them instantly vanishing, most probably taken out by the Whitebeard Pirates. He also states that other pirate crews are on the move in the New World. Sengoku tells the Marines to start guarding Impel Down in case Whitebeard tries to break Ace out.

Meanwhile, Monkey D. Garp is in Impel Down, going to visit Ace in prison. Garp asks Ace if he is still alive, and Ace glares back.

This is when the Straw Hat Pirates start ending up after Bartholomew Kuma sent the Straw Hats flying.

Nami has landed on Weatheria, a Sky Island where the residents study the science of weather. In an effort to cheer her up, a man demonstrates the power of Wind Knots for Nami. When the gale knocks her over, she punches the man again.

Franky has landed in Baldimore, a futuristic kingdom on a Snow Island. Franky is attacked by a dog weapon, who mistook the cyborg for prey. Two citizens offer Franky clothing for the cold climate, but Franky refuses and teaches them his Super Dance.

Sanji has landed on Momoiro Island, also known as ""The Second Isle of Women"". He writes a mental letter to Nami and Robin as he runs away from a crowd of Okama, who insist that he become one as well.",
524,"CP9's Independent Report Vol. 30: ""This is Your Former Subordinate, Rob Lucci"".
Lucci talks with Spandam on the Den Den Mushi.","On the Boin Archipelago in the Grand Line, Usopp is saved from a giant beetle by Heracles. Usopp then notices a strange fruit and examines it, but a man-eating plant attacks him, forcing Heracles to intervene once more. Heracles then warns him to always keep his guard up if he wants to survive.

Elsewhere in the Grand Line, in the Land of Poverty, Harahettania (on Namakura Island), several dozen priests believed they have summoned a demon, and are prepared to sell their souls to it. As the smoke clears, Brook is seen wondering where he has flown and wanting to find his crewmates again. Noticing a female priest, he asks to see her panties, inciting the priests to bring him some.

In the East Blue, Robin is being told about the construction of the giant bridge, Tequila Wolf. She is told that the workers there are basically slaves, criminals, and former citizens who defied the World Government. When told that the island-spanning bridge has been under construction for 700 years, she questions the man and is put to work.

In the South Blue, Chopper is discovered by large birds whom he believes are monsters. Unable to move, Chopper is rolled around by the birds and thrown off the side of their massive nest. Upon landing, natives discover him and state they want to make him into ""tanuki stew."" Chopper states that he is a reindeer, so one of the villagers decides to make reindeer stew instead.

On Kuraigana Island in the Grand Line, Perona is depressed over not having servants catering over her on her ""trip"" given to her by Kuma. Suddenly, another person crashes down, whom Perona recognizes as one of the Straw Hats: Zoro. She brings him inside the castle, wraps him in bandages, and lays him in bed. The next morning, he wakes, angrily yells at the memory of Kuma, and demands that Perona return his swords to him.

Days later, on the way to Impel Down, Boa Hancock berates a soldier for bringing a meal under 100 kilograms. Back in her cabin, Hancock feeds Luffy his food and lets him eat Sea King ham along with Salome. Luffy, satisfied with the feast, exclaims that he is stuffed, making the soldiers suspicious. Hancock, however, covers for Luffy and tells the soldiers that she needs that much food five times a day.

With six days until Ace's execution, powerful soldiers begin to gather at Marineford, such as Smoker, the Admirals, and many others. Marineford is on edge due to the destruction of their ships tailing Whitebeard, while at the land of Mary Geoise, a meeting of the remaining Warlords of the Sea (minus Hancock and Jinbe) is taking place. Despite all of them gathering in one place, the idea of them working together is ""unthinkable.""

In Ace's cell in Impel Down, Garp comments to Ace that war is inevitable even if Ace dies right now, as they have already angered the ""Ruler of the Seas"".",
525,"CP9's Independent Report Vol. 31: ""Someday We Shall Return""
The CP9 agents have defeated their pursuers and Captain Very Good is in pieces.","This chapter opens with Garp talking with Ace. They talk how Garp wanted Ace and Luffy to have become Marines like he had wanted. Ace then points out that they each have blood of a global-scale criminal and they could never be Marines. However Ace also mentions that he took his name ""Portgas"" from his mother that he says to have a great debt to, and that he does not care about his ""useless"" father. He then says that is the reason he joined Whitebeard and that he thinks of Whitebeard as his only father.

Then on the Marine ship that Luffy and Hancock are on, the Marines see Buggy the Clown's ship, and say that it is unimportant because they do not remember their flag. While on Buggy's ship Alvida talks with the crew and tells them that them sailing all the way there and buy an Eternal Pose was useless because their ship cannot get past the Calm Belt and the only other way is through the Gates of Justice where only marines can get in. The crew agrees to abandon Buggy. It then shows the many horrors of Impel Down. Such as a shadow of a beast with a club and horns that kills several prisoners and takes away their bodies. Then the Marine ship that Hancock is on arrives at Impel Down. Luffy looks out and sees that there are more ships here then when there were during the Buster Call. Hancock then tells Luffy to hide under her robes. Later Hancock is told that she will have to wear Seastone handcuffs and submit to a full body check this makes Hancock worry because they would find Luffy.",
526,"Color Spread: A Yakuza tattoo of the original three Straw Hat Pirates: Monkey D. Luffy, Roronoa Zoro, and Nami.","Hancock (with Luffy hidden under her robes) and Vice-Admiral Momonga arrive at Impel Down and are greeted by the Vice Chief of the prison, Hannyabal. Hannyabal apologizes for being ambitious (saying ""my Impel Down""), and says that Chief Warden Magellan is on Level 4 and that they will be guided there by Hannyabal and Domino. Domino says that since they do not have much time, they will have to quickly conduct a full-body check. As they proceed, Domino explains that when prisoners arrive, they are disinfected, sterilized, and then ""baptized"" in boiling water before being imprisoned. She continues by stating that some of their recent arrivals, Crocodile, Jinbe, and Ace, did not even bat an eyebrow during the process, which is very impressive.

Domino then leads Hancock to a private room to check her, and asks her to remove her mantle for inspection. She offers Hancock some Seastone handcuffs, but Hancock quickly turns her and the visual Den Den Mushi to stone with her Devil Fruit powers. Luffy emerges from beneath her robes, and Hancock says that she is sorry that she was not able to take Luffy further into Impel Down.

Luffy thanks her for getting him into the prison, but Hancock asks him not to cause a ruckus, as he will be unable to escape if caught. Luffy promises her to do so, and then hides in the ceiling until Domino is finished and leaves the room with Hancock. Outside, Hannyabal reports that the visuals to the room are back, and Domino apologizes for taking too long with the inspection. Hancock is disgusted to be handcuffed, but Hannyabal says that these are rules, and that there is nothing to be ashamed of.

Hannyabal points her toward the lift to the lower levels, and Luffy successfully escapes the room and continues. On the lift, Hannyabal says that they can proceed straight to Level 4, but that it will be hot. He tells Hancock to be prepared, and says that while they are moving, she should enjoy the screams of the prisoners on Levels 1 through 3. Hancock sees Luffy and prays for his fortune, but mistakes his thank you as ""I love you"" and faints, much to the confusion of the jailers. Luffy turns away and pulls out his Vivre Card to find out where Ace is. Seeing the card pointing downward, Luffy heads out into the prison.

In another part of Impel Down, the Blue Gorillas have just returned from retrieving meat from Sea Kings. In the monitor room, a jailer reports that they have found Buggy, who was last seen on Level 1. Buggy, who heard the broadcast, punches a visual Den Den Mushi and runs, much to the amusement of the other prisoners. Some Blugori run past trying to catch Buggy.

At the same time, Luffy, following the Vivre Card, comes to a large door. He manages to sneak past the door when some jailers open it to catch Buggy. Luffy arrives at Level 1: Crimson Hell, and is asked by some prisoners if he is escaping. Luffy says he is from the outside, and asks where Ace is being kept. The prisoners tell him that Ace is most likely being kept on Level 5, where criminals with bounties over 100,000,000 are kept, and ask him to get the keys for them to escape.

Luffy then notices someone running from the Blugori, and sees the man get sliced in half. Luffy turns and runs, and notices that the man is Buggy, who is stunned to see Luffy in prison. Buggy wonders if Luffy was caught, but Luffy says that he entered on his own accord. Buggy thinks that Luffy came to save him, but immediately doubts that. Luffy tells him that he was trying to not cause trouble, but they notice more Blugori ahead and Buggy says that they will be tortured if caught. The two then turn and attack their pursuers, changing their plan to an uproar.",
527,"CP9's Independent Report Vol. 32: ""Father and Son Plot the Obliteration of CP9""
Spandine listens to the tearstained story of his son.","A Blugori swings his battle axe at Buggy, but since Buggy's Devil Fruit enables him to split his body parts, the Blugori misses. The lower part of his body lifts the Blugori and throws the Blugori in the air. Buggy uses Aerial Tailspin Big Circus to spin the Blugori when it hits the ground. But right after the Blugori starts to stand back up, he then attempts to strike Buggy. Luffy then punches the Blugori causing it to be knocked out. Buggy becomes surprised when notices that Luffy did defeat five Blue Gorillas. The other prisoners see how Luffy and Buggy defeated the Blue Gorillas and ask for the door to be opened. Meanwhile, four guards discuss there being a prisoner that escaped seeing another shadow.

Buggy tells Luffy that he knows Ace but refuses to help him. He then changes his mind after hearing that there are warships waiting outside and Luffy makes a deal with him. The deal is that Buggy will help him get where Ace is in return for Luffy giving Buggy his armband. Buggy then makes Luffy hold his feet and starts to lead him to Level 2. Luffy gets confused by Buggy showing him to Level 2 instead of Level 5. Buggy explains to Luffy the basic structure of Impel Down. There are 5 levels within this prison, each one containing different categories of prisoners, depending on the crimes they committed and how powerful they are. The farther down you go, the more powerful the prisoners are. Buggy reveals that he was tortured in Level 4 a few times until he was taken to Level 1, but that's as far as he has gotten, so Luffy is on his own after that. He then tells him that there might be even another floor under the lowest floor, Level 5, which is where bigshots like Ace would be. He explains that according to the rumors he heard, the criminals down there have committed crimes so awful, they were completely erased from history. There is a good chance that Ace is down there.

Buggy blurts out that Luffy's armband is Captain John's and it will lead to his treasure. He figures that Luffy did not notice it, but he did and Buggy attempts to kill him. Luffy then hands over the armband to Buggy, even though he knows that Buggy might run away. Buggy gratefully cries because of Luffy, and plans to get away from him. He does not see what's behind him and runs into a wall. Luffy thinks it is the quickest way and punches Buggy through the wall. They enter the guard's room, and crash into another wall out to Impel Down Level 1: Crimson Hell.

In Impel Down Level 1: Crimson Hell, prisoners ask for help. Luffy and Buggy continue to fall, but Buggy insists that he has a plan and they will not be cut. He commands Luffy to throw his feet on the ground, his feet then start walking. They head for the escape route in Level 1. Buggy explains that the escape route connects to Level 2, which is even worse than Level 1. Luffy then jumps down the escape route. Buggy plans to run away again, a Blugori throws its battle axe at Buggy making him fall into the escape route. Meanwhile in Level 2: Wild Beast Hell, the beasts become wilder than usual. Mr. 3 sits in his prison cell not afraid of the beasts.",
528,"CP9's Independent Report (Final) Vol. 33: ""The Ship Sails off Into Distance""
The CP9 agents disappear into the high seas while the pieces of Very Good lay strewn about the planted flower, which Kalifa received from a little girl as thanks.","A Basilisk is seen towering over Luffy and Buggy. Luffy and Buggy run for their lives, while the Basilisk follows them. Buggy says to Luffy that he intended to ditch Luffy and run for his life. He reveals that the Basilisk is a snake that born from a chicken and that Level 2 of Impel Down was filled with crazy monsters like the Basilisk. Luffy is surprised that a chicken could have a kid like a Basilisk but Buggy replies with the fact that chickens normally do not, that's why they are called monsters. He also says that one of the reasons they are being kept in Impel Down is because if monsters were roaming in the outside world, they would kill people. The Basilisk tries to bite Luffy, at which Luffy jumps, then prepares to fight the Basilisk head on.

Boa Hancock comments about the heat in Impel Down, saying it was too hot. Domino points out that beyond the walls of the Chief Warden's office, was an inferno. When Momonga asks where Magellan is, Domino replies with Magellan's schedule:

Momonga wonders about Magellan's suitability in this job. Domino says that Magellan is a reliable man when push comes to shove and has the powers of the Doku Doku no Mi.

Magellan walks out, a gigantic man (although not a giant) with horns and devil wings. He introduces himself and comments about the toilet, saying it was a ""vicious struggle"". Magellan also says that it is too bright, saying he wants to be in a closed off space, while wanting to close his heart off to the world. Hannyabal introduces their visitors.

Magellan apologizes for being late, as he was relieving himself. Hannyabal suggests that it might be all the poison that Magellan is eating. With this, Magellan says that he loves poison saying ""poison should be fought with poison"". Hannyabal tells Magellan to hurry up and slip from his seat, accidentally, when he was supposed to mean for Magellan to quickly take the visitors to see ""Fire Fist"" Ace. Magellan says that he has been cursed with such subordinates.

He sighs and as he does, he lets out a breath of poison. Hannyabal is overcome for a short bit, while Hancock, Domino and Momonga are wearing gas masks. Outraged, Hancock jumps on Magellan's chest and looks up, saying that the air was foul with his poison. Magellan comments about Hancock's beauty, saying that ""she's a real looker!"". Meanwhile, Hannyabal is sitting in the Chief Warden's seat, with Domino pointing that out. Momonga simply says they are in a hurry.

Hannyabal answers a Den Den Mushi, when Magellan uses his poison breath on him for answering it. When Magellan answers, he gets the report of an intruder in Impel Down. Magellan quickly orders visuals, while Hannyabal blames Magellan for the first-ever intrusion in Impel Down. Scared that Luffy had already been discovered, Hancock uses her beauty and infatuates Magellan, who says that he will immediately take them down to Fire Fist Ace.

Jailers run around, while one confirms that ""Straw Hat"" Luffy was running around with Buggy. Another jailer states that they cannot establish contact with Level 2 Monitor Room.

The monitor room is seen smashed, with the unconscious Basilisk on top of the remains. Buggy is shocked. It appears that Luffy has used Gear 3 and defeated the Basilisk, as he has shrunken and Buggy said that Luffy's hand grew big. Luffy urges them to go down to Level 3 when suddenly, prisoners are cheering Luffy on, as the 'god of salvation'. They ask to be freed, pointing to the keys. One prisoner recognizes Luffy. This prisoner is Mr. 3, after he was caught by the Marines, he was sent to Impel Down. Buggy frees a number of prisoners, who are cheering Buggy on. 
As they celebrate their release, Luffy grabs Buggy and asks for the entrance to the next level. However, Buggy states that he lied, only wanting the arm band Luffy had. He also reveals about starting a prisoner riot on Level 2 but as he turns around, all the prisoners had returned to their cages, saying if the 'boss' of Level 2 was still around, they would be better off in their cage. Buggy turns to Luffy and says that they are going down to Level 3, at which Luffy argues with Buggy about his decision.
At this point, Mr. 3 steps in, displaying his Devil Fruit power, the Doru Doru no Mi. Luffy recognizes Mr. 3 as ""san"" (meaning 3 in Japanese) from Little Garden.

A gigantic man is seen shouting, while in chains. The same guard first seen in the first moments of Impel Down is seen beating this man with its mace then going out. The man complains ""I cannot even scratch where it itches"", even though he had just been beaten up. Ace is seen, saying that the old man got beaten up again.
This old man is introduced as ""The Boss of the Sea"", Jinbe who formerly held a 250,000,000 bounty. Jinbe states that his heart is hurting, as he wants to deal justice and that he would gladly toss out his Warlord status and give up his life, to end a fighting taking place.",
529,Straw Hats and Animals: Luffy is riding on the back of a beetle at night. The beetle apparently has lights coming from its eyes.,"Jinbe states that the World Government knows him as a ""pirate-hating pirate"". However, he said to Portgas D. Ace, who is in the same cell, that the Whitebeard Pirates are a different story. He reveals while Portgas D. Ace, the Fire Fist, Second Division Commander was sailing the seas, Jinbe had visited Whitebeard's ship several times. Ace is reminded of a time when Jinbe had nearly killed him in a fight.

Jinbe goes on to say that the only reason there is peace on Fish-Man Island is because of ""good ol' Whitebeard."" As we know, most pirates have to pass through Fish-Man Island, which is in the Red Line, to get to the New World. Jinbe states that since the beginning of the great Pirate Age, humans in their hordes passed through Fish-Man Island, followed by the Marines, chasing after them. When humans passed through, many fish-men and mermaids were kidnapped, and when the fish-men were about to give up forever, Whitebeard appeared and declared that Fish-Man Island was now his territory. Jinbe states that he will never forget that day. From that day forth, no finger was ever laid on a fish-man again, due to Whitebeard's reputation. It is also assumed by Jinbe that more islands are being protected by Whitebeard's name and that if Whitebeard were to die, then the sea would turn back to the olden days.

Jinbe says that he wants to get out of Impel Down to stop the fighting and free Ace. He says that he is waiting for a miracle to happen, when he is interrupted by a laugh. This person comments on the situation, saying it was ""fine"". He says that his blood was racing, as there was a one-in-a-lifetime chance to kill Whitebeard. Jinbe recognizes him but Ace laughs, asking if he was going to take Whitebeard's head. The voice replies, not just him and the entire Level chorus in agreement. Prisoners celebrate that Whitebeard could die, shouting ""time to put an end to the Age of Whitebeard."" The voice tells Jinbe and Ace that there are lots of ""silver medalists"", people who choked back their tears as they were beaten by Whitebeard or Roger.

Images show up on a monitor's screen: a Basilisk knocked out, its unconscious body flattening the Level 2 Monitor Room. A jailer spots the perpetrators on a monitor, saying that they are three rather than the first assumption of two intruders. Luffy, Buggy and Mr. 3 are battling puzzle scorpions and manticores. Buggy mistakes the manticores for the Boss of Level 2 but Mr. 3 shoots down the idea, saying manticores were man-eating lions with human parts. A manticore speaks and says, ""Give us the Keys!"" which surprises Luffy. Mr. 3 explains that the human part of the manticores gave them speech and that they were repeating what the prisoners were saying. As if on cue, the manticores shout out names of traditional Japanese underwear. One manticore says, ""beef steak,"" at which point Luffy turns around but is forced to keep running, after being told not be distracted.

Mr. 3 is surprised that Luffy is trying to get in, rather that out to save Ace. Mr. 3 tries to leave but is stopped by Luffy, who tells him where to go. Mr. 3 decides to help Luffy only to escape on his own, remembering that the stairs from Level 1 lead down to level 3 also. Mr. 3 bumps into what appears to be a dead end, only to be a Sphinx, a human faced, feathered lion. Being the boss of Level 2, it chases the trio around, shouting random names of noodles. The Sphinx tries to flatten the trio while the prisoners comment on the Sphinx, saying it is going wild. Luffy also comments, saying that it is strong. However, Mr. 3 and Buggy formed the ""Jailbreak Gang"" and started Operation Use-Straw Hat-Luffy-As-Bait. To their horror, Luffy used ""Gomu Gomu no Bazooka"" on its head, making it angrier. Buggy flies towards the ceiling, using his Bara Bara no Mi. The Sphinx flattens Mr. 3 who crumbles, which turns out only to be a statue of him, due to his Doru Doru no Mi powers. Mr. 3 continues to make wax figures of himself, which the Sphinx destroys all of them, resembling a game of ""whack-a-mole"". The ground starts to shake and Level 3 Monitor Room reports a great commotion on Level 2. Buggy and Mr. 3 run for the door to stairway when the floor collapses, due to the Sphinx smashing the wax figures. The Sphinx, Luffy, Mr. 3, and Buggy fall into Level 3.",
530,Straw Hats and Animals: Usopp is standing on a rock next to praying mantis while trying to imitate its moves.,"As the jailers report the gigantic hole left by the Sphinx and Luffy, a bunch of escaped prisoners secretly approach the jailers and are armed. Shocked that the prisoners of Level 2 are free (by Buggy), one requests back-up as the jailers meet their fate.

A jailer rushes in, stating that Fleet Admiral Sengoku had discovered the motive of Luffy's intrusion. They reveal that Ace and Luffy are brothers. A jailer confirms this as Luffy had been going through one Hell after the other. He orders the Blue Gorillas to Level 2 and requests Magellan's assistance.

Garp is seen sitting on a couch next to a person while Sengoku calls Luffy a fool for entering Impel Down while the Whitebeard War is about to take place. He lists events such as Enies Lobby and the Celestial Dragon incident. Then Sengoku reveals that a man named Golden Lion, the ""Flying Pirate"" had escaped 20 years ago from Impel Down, being the first in history to do so.
Sengoku then goes on to curse the fact that the first person to break into Impel Down since then was Garp's grandson, Luffy. He curses Kuma for lying to him, saying that he did not believe a single word of Kuma's that the Straw Hat Pirates had been eliminated. Sengoku states that if Garp wasn't the ""Hero of the Marines"", he would make him take responsibility of his family's actions. However, Garp continues to laugh and joke about the situation.

Luffy notices that the third floor of Impel Down was very hot and that the floor was similar to a frying pan. Buggy curses Luffy for making come along to another Level of Hell, whilst Mr. 3 experiments with his Doru Doru powers. He produces an amount of wax which instantly melts.
A grilled bird comes down and lands on the floor, to Luffy's delight. Mr. 3 explains that a hummingbird may have traveled through the hole in Level 2 and got cooked on the way down. He also reveals that everyone on Level 3 had a bounty of 50,000,000 or higher. Mr. 3 goes on to say that the intense heat rising from Level 4 made it nearly impossible to grow food or water, forcing prisoners to a near death state, earning the Level a nickname of the ""Starvation Hell"".
The trio notices a skeleton tied to a x-frame cross. Mr. 3 urges them to move forward while they have sweat in their bodies. Through a mouthful of food, Luffy tells the other two to hurry to Level 4. At that point, the trio start arguing over who said what. Whilst this is happening, a jailer orders to raise a net. At this point, the Sphinx gets caught up in a net, taking the trio with them.
Luffy tries to bite through, only to find that the net is as tough as steel. Buggy discovers that this was a Seastone net, while a number of jailers and Blue Gorillas had appeared beneath them. A short figure holding a Devil's trident approaches them and introduces himself as Saldeath to the captured trio. Luffy responds with the fact that Saldeath does not look like a monkey, due to a Japanese pun.
Saldeath states that resistance is futile as they were underwater and that they should be grateful that they were captured by him, not someone else. He goes on and says that had they proceeded to Level 4, they would have encountered the Four Jailer Beasts or Magellan. Suddenly, a jailer notices that the Sphinx had woken up and begins to fidget wildly inside the net. It then rips it open, shouting ""soup spaghetti"". Luffy lands on the floor but is met by Blue Gorillas. He responds almost instantly, using Gomu Gomu no Gatling Gun, sending them flying. Luffy looks for Mr. 3 and Buggy and finds out they had climbed up the rope and onto a beam. The two taunt Luffy, stating they had tricked him. However, Luffy simply thanks them for their assistance. 
Saldeath orders jailers not to let their guard down as Luffy had a 300,000,000 bounty. Luffy continues to smash through Blue Gorillas when the Sphinx raises its paw and smashes more jailers by accident. Luffy flings a Blue Gorilla at jailers and escapes.
Buggy and Mr. 3 rest on the gigantic beams. Soon, Mr. 3 and Buggy hears someone singing. Mr. 3 soon recognizes the voice to his horror and finds Mr. 2 conducting his cellmates into the Okama Way.
Mr. 2 soon notices Mr. 3 and Buggy outside his cage and ponders how they could be free inside Impel Down. Mr. 3 suggests they do not release Mr. 2 but Buggy stares in wonder at Mr. 2, calling him a ""strange creature"".",
531,Straw Hats and Animals: Chopper is holding a flag while a crab helps him by holding a picture of a pirate ship.,"The Marines are in an absolute frenzy since the high security prison Impel Down has been successfully invaded by a lone pirate. They make it their number one priority to capture the culprit. A chief guard of Impel Down, Sadi mentions that the lower half of Impel Down is a hellish labyrinth that a man with no real idea of where they were going will only end being collateral damage. She orders the raising of the drawbridge, effectively sealing out the outside world. A large koala peeks out from the door behind Sadi.

Meanwhile, Hannyabal and Magellan escort Boa Hancock to where Ace is, before introducing her. Jinbe and Ace seem shocked while the other prisoners there with them begin to riot, excited simply by her presence and beginning to speak excitedly about Amazon Lily. Ace questions what she wants with him, while Jinbe is disgusted with her for lending a hand to the World Government. All the while the prisoners continue to riot, which she aggravates further by giving a cute face. Magellan then puts it down by using his poison Hydra, urging her to finish her business quickly with Ace. She then quickly turns around and says that she is already finished with him. Ace is shocked and asks her if she is serious, but Hancock simply confirms that she has no reason to lie. Magellan and Hannyabal stand around puzzled by the conversation wondering if the other heard it. Jinbe also asks him this question, to which Ace replies with a deeply troubled face and admits that his brother is in the prison. Jinbe is also shocked and mentions that is deeply reckless of him to do.

In the Starvation Hell, Luffy wanders around deeply lost to where he is, while the Marines suddenly attack. Luffy gets in trouble with the Sphinx before seeing Zoro, much to his delight. However, it is actually Mr. 2 Bon Kurei in disguise, much to Luffy's further delight and disappointment. Together they defeat the creature and celebrate in meeting each other again. As Saldeath orders the Bluegori to stop them, Mr. 2 and Luffy stand prepared to fight and are both united in their missions to reach Level 5.",
532,Color spread: the Seven Warlords of the Sea.,"In Impel Down, guards have successfully identified three prisoners aiding Luffy: Buggy, Mr. 3, and Mr. 2. Mr. 2 and Luffy have defeated many Blue Gorillas and are heading for Level 4. Buggy and Mr. 3 are creating a riot on Level 2, and some prisoners listening in to the situation say that the incident is taking an edge off of the boredom, though they are just going to be caught in the end. On Level 4, Magellan is surprised to hear about the situation, and wonders what Saldeath is doing. However, since the Blugori were ineffective against Luffy and Mr. 2, they were reassigned to Level 2, which Magellan was not informed of because he was so preoccupied with Hancock. Sadi appears and tells Magellan that Minotaurus is on Level Three. Magellan leaves Level 2 to Saldeath and tells everyone else to assemble on Level 4. Magellan continues by saying that if Luffy and Mr. 2 manage to escape the Minotaurus, then he will deal with them on Level 4.

On Level 3, Luffy and Mr. 2 encounter the Jailer Beast, Minotaurus. Luffy wonders if it has an ability, but the Jailer Beast appears from nowhere and hits Mr. 2 with a spiked mace. Luffy is surprised, and barely manages to dodge the monster's next attack, only to be hit and sent flying back as well. Mr. 2 knocks the Minotaurus away, but is trapped and choked. Luffy enters Gear 2 and hits the Minotaurus with a ""Jet Bazooka"", sending it flying up the stairs. Luffy asks Mr. 2 if he is alright, but he is just worried about his ruined makeup. Luffy wants to continue, and Mr. 2 tells him that the way to Level 4 is by climbing the wall and down to Level 4, the Blazing Hell. Mr. 2 then states that he wants to keep going in order to find someone in Level 5, but Buggy and Mr. 3 suddenly reappear with the Minotaurus following close behind. Buggy, seeing no other option, decides to use a Muggy Ball, a condensed version of his extremely powerful Buggy Ball. The Minotaurus withstands the attack, but Mr. 2 strikes from above, leaving the Minotaurus vulnerable to Luffy's wax-coated ""Gomu Gomu no Tonkachi Rifle"". The impact causes the floor to collapse, sending the entire group to Level 4.",
